I, 1545101491, 1545105254, 78, 599
UVUB, 1545100055, 1545105904, 98, 251
GSS, 1545098797, 1545106271, 81, -624
NYIF, 1545104944, 1545106610, 12, -814
ZS, 1545100503, 1545107166, 97, 971
R, 1545098482, 1545107768, 92, -61
EWZU, 1545099732, 1545108243, 86, 849
PVMX, 1545102018, 1545108716, 71, -369
EGUQ, 1545102126, 1545108944, 12, 223
R, 1545101005, 1545109918, 50, 762
EM, 1545101503, 1545110155, 43, -877
D, 1545106976, 1545110972, 79, 726
SGF, 1545105116, 1545111693, 52, -697
VD, 1545103324, 1545112209, 89, -359
GP, 1545108334, 1545112878, 80, -966
V, 1545108234, 1545113752, 37, -717
JKBM, 1545110200, 1545114463, 5, -967
D, 1545110887, 1545115072, 79, 804
WR, 1545106419, 1545115145, 85, 384
POME, 1545114086, 1545115716, 96, -13
UV, 1545115784, 1545115801, 18, -316
LC, 1545115934, 1545116584, 42, -488
ZB, 1545116503, 1545116849, 65, 801
CM, 1545111026, 1545117144, 50, 831
RDV, 1545116326, 1545117241, 98, -459
QN, 1545111984, 1545118037, 11, 326
CD, 1545112856, 1545118748, 87, 627
I, 1545117010, 1545119457, 70, -534
WMV, 1545119968, 1545120001, 54, 507
D, 1545117871, 1545120040, 94, 560
VWV, 1545114392, 1545120999, 5, 970
BBN, 1545121851, 1545121993, 91, 753
YA, 1545112598, 1545122170, 75, -956
Y, 1545121214, 1545122846, 84, -953
ARMP, 1545113817, 1545122896, 27, -75
DB, 1545117481, 1545122990, 24, -28
M, 1545117000, 1545123569, 33, 208
AWG, 1545118198, 1545123619, 88, 165
J, 1545120978, 1545124314, 82, -508
IAT, 1545122388, 1545124901, 52, -366
Z, 1545122029, 1545125776, 92, 155
DGGJ, 1545121912, 1545125827, 58, -957
BA, 1545118465, 1545126270, 43, -100
CYW, 1545120492, 1545126791, 15, 494
DH, 1545124157, 1545126925, 26, -717
ULQE, 1545126833, 1545127641, 3, -625
MNS, 1545128159, 1545128483, 91, -244
S, 1545121364, 1545128688, 75, 192
G, 1545119770, 1545129347, 86, -107
Z, 1545121175, 1545130261, 38, 679
THM, 1545130182, 1545131218, 77, 863
WFBR, 1545130661, 1545131816, 78, -861
V, 1545129100, 1545132786, 40, 291
IE, 1545124553, 1545133196, 5, 799
MVKR, 1545125183, 1545133984, 55, 47
N, 1545130040, 1545134160, 81, 405
DK, 1545127928, 1545134968, 19, -133
LZG, 1545133095, 1545135707, 98, -191
Y, 1545126300, 1545135796, 68, -391
W, 1545130479, 1545136086, 22, -695
BDD, 1545127518, 1545136136, 48, 276
QE, 1545130693, 1545136213, 25, -589
X, 1545133370, 1545136399, 8, -47
J, 1545134812, 1545136665, 96, -546
F, 1545128016, 1545136814, 64, 895
GWP, 1545135650, 1545137652, 25, -459
N, 1545136338, 1545138267, 66, 348
VTRP, 1545136944, 1545139213, 54, -64
K, 1545139263, 1545139400, 78, 214
F, 1545131492, 1545140186, 21, 643
IJJ, 1545134318, 1545140291, 99, 196
NAL, 1545138266, 1545140461, 53, 52
G, 1545138286, 1545141338, 97, 539
QW, 1545135899, 1545142331, 41, 867
DKSN, 1545135969, 1545142370, 50, 773
L, 1545141496, 1545142505, 4, -634
UJK, 1545133504, 1545143474, 43, -432
SY, 1545141481, 1545143492, 7, 592
ORCU, 1545137241, 1545144218, 2, -318
UW, 1545144729, 1545145099, 1, -148
RNWU, 1545140605, 1545145242, 27, -430
YNH, 1545144687, 1545145707, 11, -538
N, 1545143931, 1545145776, 35, -599
TCAA, 1545137856, 1545146656, 69, -121
EWI, 1545141628, 1545147448, 61, 122
VZNY, 1545141580, 1545147789, 16, -153
J, 1545146969, 1545147887, 61, -176
FDF, 1545141117, 1545148392, 14, -326
MKF, 1545148346, 1545149308, 83, -893
WGM, 1545146334, 1545149850, 82, -632
MTY, 1545146405, 1545149851, 57, -474
C, 1545141872, 1545150412, 71, -50
C, 1545141776, 1545151256, 68, 490
QAZ, 1545146476, 1545152233, 93, -962
NSM, 1545144986, 1545152385, 36, 148
GGLL, 1545145562, 1545153081, 56, -484
DMJ, 1545146044, 1545154071, 97, 681
FUHC, 1545149602, 1545154825, 35, -133
KDZG, 1545155283, 1545155476, 66, 464
VX, 1545152294, 1545156444, 9, -181
L, 1545153234, 1545157410, 80, 65
TO, 1545147777, 1545157671, 99, -968
KWN, 1545155501, 1545158480, 45, -585
SURZ, 1545148739, 1545158521, 84, -477
QJ, 1545156677, 1545158976, 50, -204
DN, 1545158358, 1545159109, 62, 106
XGTR, 1545152717, 1545159390, 15, 865
QPGN, 1545159928, 1545159962, 44, -179
MWD, 1545155454, 1545160726, 33, -696
ZBE, 1545155387, 1545161079, 46, -766
UH, 1545156323, 1545162068, 82, 40
A, 1545153630, 1545162804, 40, 65
QX, 1545159326, 1545162990, 44, 475
KQ, 1545161617, 1545163132, 52, 814
ERW, 1545157760, 1545163169, 43, -921
BMID, 1545155093, 1545164097, 35, 174
KQP, 1545158478, 1545164661, 51, 147
L, 1545156924, 1545165367, 62, -876
KV, 1545159996, 1545166022, 90, -772
NL, 1545165567, 1545166420, 59, -697
P, 1545166105, 1545166622, 55, -851
NO, 1545165622, 1545167071, 78, -210
VALB, 1545162214, 1545167907, 81, 772
FN, 1545159870, 1545168475, 86, -101
YFPY, 1545163518, 1545168772, 46, -314
U, 1545162845, 1545169207, 32, -992
IEL, 1545166959, 1545170049, 20, 835
XNTG, 1545169875, 1545170561, 43, 264
FCZJ, 1545170513, 1545171122, 23, -761
PA, 1545163317, 1545171207, 2, -237
OIAU, 1545169573, 1545171744, 15, 716
WRKS, 1545166455, 1545172420, 21, 374
YEU, 1545164938, 1545173232, 78, 337
TWN, 1545170030, 1545173759, 89, -116
YQS, 1545169965, 1545174258, 24, 220
TPW, 1545171548, 1545174494, 34, 230
M, 1545168962, 1545175140, 93, 74
W, 1545174095, 1545175765, 34, 92
MS, 1545168061, 1545176680, 74, -749
ESL, 1545174594, 1545177412, 56, -960
RWM, 1545169192, 1545178124, 58, -678
LK, 1545168421, 1545178232, 53, -747
QNS, 1545176002, 1545178614, 59, -230
Z, 1545169851, 1545178808, 24, -40
AMO, 1545178820, 1545179168, 35, 349
WVZ, 1545172953, 1545179805, 11, 166
P, 1545173432, 1545180759, 32, -172
TO, 1545181096, 1545181511, 77, 139
XW, 1545175804, 1545182155, 21, -178
SF, 1545180105, 1545182809, 36, -469
RPIE, 1545183247, 1545183645, 9, 92
S, 1545178884, 1545184322, 90, 714
Y, 1545176036, 1545184745, 94, -745
GPP, 1545175932, 1545185394, 18, 592
DYQR, 1545184313, 1545185547, 67, -201
WSPK, 1545178037, 1545186271, 93, -422
LNDS, 1545183374, 1545186638, 84, 503
OVX, 1545181045, 1545187553, 77, 147
O, 1545186363, 1545187762, 91, -521
QPIE, 1545181668, 1545188535, 9, -537
XXD, 1545188311, 1545189243, 56, -684
NFWW, 1545186282, 1545189956, 68, 432
FKF, 1545184751, 1545190810, 61, -586
JKBM, 1545190642, 1545190906, 20, 930
CM, 1545190129, 1545191904, 60, 769
BGE, 1545189835, 1545191917, 43, 484
IZZM, 1545184559, 1545191955, 70, 106
N, 1545184590, 1545192229, 68, -854
MH, 1545183092, 1545192776, 6, -84
JAZK, 1545188104, 1545193379, 71, -446
PGS, 1545189226, 1545194125, 12, 933
Q, 1545189758, 1545194655, 68, -480
AG, 1545185810, 1545195159, 94, 319
L, 1545186279, 1545195273, 6, -469
BO, 1545192202, 1545195605, 13, 31
RN, 1545194383, 1545195634, 15, 655
WBJ, 1545191116, 1545196119, 16, -638
NMKL, 1545190459, 1545196667, 74, 630
DZIM, 1545196588, 1545197451, 43, -184
FN, 1545197782, 1545198063, 39, -239
MAZG, 1545194083, 1545198766, 44, 178
PVAX, 1545195507, 1545199172, 60, -501
UFNI, 1545196135, 1545199577, 85, 930
KV, 1545191782, 1545199581, 76, -300
HF, 1545198477, 1545200074, 25, 709
ZTA, 1545191174, 1545200320, 71, 143
BA, 1545192996, 1545200321, 76, 771
LPLV, 1545199756, 1545200338, 57, 905
SMK, 1545200342, 1545200519, 49, -785
BAE, 1545198591, 1545200959, 46, -542
S, 1545199101, 1545201791, 5, 702
KG, 1545200089, 1545202334, 59, 369
E, 1545196310, 1545202825, 4, -710
LN, 1545197704, 1545203498, 96, -252
BYA, 1545202306, 1545204444, 80, -106
EJY, 1545198225, 1545204920, 14, 699
X, 1545200385, 1545204929, 49, 263
CPQ, 1545198759, 1545205661, 91, -126
TKX, 1545201744, 1545206454, 88, 941
DKOY, 1545197122, 1545206984, 35, -197
YK, 1545205115, 1545207844, 9, -864
NP, 1545203834, 1545208462, 59, 8
FF, 1545208450, 1545209336, 74, -559
JT, 1545207713, 1545209373, 40, 746
Q, 1545203694, 1545210355, 53, -347
YBT, 1545207502, 1545210830, 83, -929
IGXH, 1545208075, 1545211319, 73, 35
Q, 1545208373, 1545212055, 42, 276
VT, 1545211375, 1545212325, 41, -70
FOI, 1545205694, 1545213029, 66, 996
CF, 1545207528, 1545213393, 47, -143
FG, 1545206123, 1545213587, 76, 399
TAMC, 1545207599, 1545213873, 56, 373
D, 1545210875, 1545214422, 22, 235
S, 1545207604, 1545215091, 76, -559
SH, 1545213410, 1545215978, 7, -693
SNW, 1545209992, 1545216719, 83, 323
EM, 1545209095, 1545217622, 31, -664
M, 1545212524, 1545218612, 72, -760
L, 1545213898, 1545219254, 72, 965
TS, 1545214466, 1545219603, 5, 524
NJ, 1545211966, 1545220218, 25, 451
LB, 1545214306, 1545221155, 60, -929
NK, 1545213865, 1545221768, 89, -533
P, 1545221969, 1545222465, 6, -583
LDJ, 1545222213, 1545222525, 64, 707
KVZ, 1545217535, 1545222877, 8, 60
BBX, 1545216801, 1545223104, 8, 914
XU, 1545217166, 1545223182, 58, 413
H, 1545223457, 1545223487, 68, -312
R, 1545217957, 1545224339, 49, -193
ZLG, 1545220015, 1545224638, 83, 31
I, 1545223379, 1545225222, 40, 330
TOWK, 1545219565, 1545225625, 8, 443
K, 1545219454, 1545226607, 94, -209
TFWB, 1545221998, 1545226702, 35, 474
ASIA, 1545223263, 1545226759, 30, -799
CI, 1545227019, 1545227472, 67, 208
IHUL, 1545220273, 1545228237, 56, -375
DI, 1545227085, 1545229130, 91, 194
OLX, 1545220552, 1545229829, 96, 591
YBY, 1545222985, 1545229965, 10, 805
T, 1545229618, 1545230794, 10, 149
HW, 1545222153, 1545231028, 30, -86
P, 1545222077, 1545231385, 47, 414
G, 1545230009, 1545231571, 63, -716
SNV, 1545226895, 1545232461, 74, 338
QY, 1545228694, 1545232590, 50, -340
TXUT, 1545223084, 1545232605, 77, 547
HW, 1545226255, 1545233252, 98, 451
S, 1545224178, 1545233258, 46, -597
JK, 1545229457, 1545234026, 26, -975
IOO, 1545234300, 1545235006, 95, -409
S, 1545231576, 1545235278, 43, -335
ZESZ, 1545232259, 1545236122, 96, -230
QA, 1545234944, 1545236527, 70, 44
EX, 1545235293, 1545237013, 90, -755
SHA, 1545236998, 1545237995, 55, 917
V, 1545237299, 1545238667, 49, 492
RG, 1545239601, 1545239612, 48, 668
EHSD, 1545237167, 1545239889, 65, -464
BD, 1545231090, 1545240508, 8, 643
UTE, 1545233520, 1545241117, 73, 755
DFU, 1545240234, 1545241925, 83, 389
LH, 1545233855, 1545242098, 47, 717
SORJ, 1545233825, 1545242805, 22, -412
I, 1545236394, 1545243209, 86, 221
MNOD, 1545238216, 1545243423, 63, 896
U, 1545243181, 1545243464, 72, 308
A, 1545240313, 1545244376, 61, 298
KT, 1545243423, 1545245151, 78, 754
W, 1545237569, 1545245604, 79, -34
IVU, 1545239106, 1545246325, 77, -227
RAPW, 1545238287, 1545247253, 12, -959
VVDS, 1545242181, 1545247540, 88, 428
GVGT, 1545246684, 1545247684, 81, 989
L, 1545245107, 1545247985, 57, -977
TKFU, 1545239219, 1545248216, 98, 743
R, 1545241343, 1545248626, 15, -37
CFWR, 1545246432, 1545248945, 34, 509
C, 1545246097, 1545248961, 59, 533
Z, 1545246274, 1545249201, 7, 922
EV, 1545239661, 1545249554, 79, 222
SDNO, 1545248475, 1545249988, 76, 455
U, 1545240910, 1545250016, 25, 233
B, 1545246714, 1545250575, 40, -90
VUW, 1545243845, 1545251468, 6, -882
SAN, 1545244502, 1545251483, 80, -967
YZX, 1545244101, 1545252422, 3, -445
MAUR, 1545243534, 1545252843, 54, -367
P, 1545248152, 1545253010, 61, -827
U, 1545252732, 1545253115, 97, -410
GZ, 1545245024, 1545253968, 61, -271
E, 1545245260, 1545254558, 74, 511
FZ, 1545251818, 1545255293, 75, -382
KPZY, 1545246630, 1545255489, 97, 131
JFTA, 1545247641, 1545256117, 9, 260
J, 1545255000, 1545256524, 97, -697
FXWP, 1545250249, 1545257500, 51, 161
OIM, 1545255346, 1545257544, 66, 154
P, 1545256110, 1545258035, 78, -667
MPJ, 1545251486, 1545258855, 30, -285
R, 1545258395, 1545259074, 41, -511
C, 1545250951, 1545259080, 98, 871
TH, 1545249949, 1545259518, 59, -990
F, 1545251142, 1545259528, 17, 488
V, 1545258245, 1545260504, 39, -789
TRV, 1545260292, 1545260939, 91, 82
PDZ, 1545253094, 1545261609, 61, -120
KPW, 1545259340, 1545262517, 27, 547
QUX, 1545260368, 1545262748, 72, -432
RKIR, 1545257225, 1545263282, 77, 987
WQL, 1545258575, 1545264263, 56, 346
UOMA, 1545258507, 1545265256, 30, 373
WKKO, 1545257216, 1545266197, 44, -347
QI, 1545263368, 1545266783, 15, -51
XQ, 1545261727, 1545267475, 40, -629
EE, 1545263198, 1545268213, 11, -832
NZ, 1545266172, 1545269043, 92, -74
I, 1545266195, 1545269144, 94, 410
HC, 1545269215, 1545269377, 58, -196
BV, 1545261734, 1545269710, 40, 324
FE, 1545265310, 1545269903, 30, 458
WVN, 1545268567, 1545270309, 37, -560
GANU, 1545265139, 1545270801, 22, 326
AJ, 1545261684, 1545271455, 97, 399
K, 1545267754, 1545271746, 44, 875
K, 1545262447, 1545272422, 99, 137
KGZO, 1545272320, 1545273362, 45, 299
YO, 1545263891, 1545273732, 19, -845
LVNG, 1545265420, 1545274659, 72, 417
PJX, 1545267338, 1545275326, 91, 721
BP, 1545267478, 1545275682, 70, -717
ZZ, 1545276292, 1545276476, 37, 398
I, 1545275069, 1545276885, 80, -799
GEIS, 1545276075, 1545277272, 57, 665
GYU, 1545270086, 1545277942, 90, -42
FQEX, 1545271539, 1545278310, 73, 785
DXOX, 1545278354, 1545279187, 14, 211
IIJT, 1545275241, 1545279307, 31, 14
OY, 1545273470, 1545279659, 49, -262
QG, 1545279189, 1545280404, 62, 306
U, 1545278639, 1545280951, 9, 379
UJX, 1545272308, 1545281521, 22, 98
AV, 1545278773, 1545281637, 47, -328
T, 1545281465, 1545281962, 20, -325
MSO, 1545274791, 1545282943, 6, 592
B, 1545280062, 1545282994, 53, 336
FT, 1545282683, 1545283240, 8, -528
PE, 1545283868, 1545283886, 44, -374
JQ, 1545282199, 1545284084, 75, 464
RG, 1545282684, 1545284149, 16, 77
J, 1545275595, 1545284845, 29, 434
LHY, 1545283871, 1545285577, 29, 742
NHUS, 1545281938, 1545285854, 55, 405
TQRB, 1545283841, 1545285915, 24, 43
TTFS, 1545280163, 1545286238, 88, -711
VN, 1545286430, 1545287030, 33, 754
ZLF, 1545286563, 1545287934, 99, -635
DHCK, 1545280537, 1545288255, 36, 120
LPD, 1545281562, 1545288730, 57, -857
LB, 1545283153, 1545289537, 6, -592
GFKK, 1545281293, 1545290395, 63, -291
TMWN, 1545290066, 1545290483, 14, 961
SRA, 1545282731, 1545291155, 41, -763
E, 1545287288, 1545291295, 37, 104
WSFU, 1545283126, 1545291584, 67, -121
VF, 1545291823, 1545292191, 81, -541
D, 1545292271, 1545292345, 13, -962
HQOQ, 1545288312, 1545293339, 63, -959
PNI, 1545287290, 1545293618, 38, 354
HW, 1545291161, 1545294251, 45, 470
FKDV, 1545291947, 1545294657, 50, 995
CHN, 1545292327, 1545294669, 20, 293
RYAO, 1545292419, 1545294720, 91, -898
VVT, 1545288199, 1545295385, 39, -552
L, 1545288377, 1545296022, 35, -19
UFG, 1545292029, 1545296678, 99, -940
N, 1545291128, 1545296975, 8, -91
DB, 1545292786, 1545297858, 13, -100
N, 1545295539, 1545298618, 98, -68
JV, 1545291432, 1545298667, 33, 897
DMP, 1545290379, 1545299581, 23, -215
EVZK, 1545290979, 1545300223, 1, -859
D, 1545298415, 1545300770, 17, 144
WZWL, 1545299701, 1545301237, 46, 56
LUDI, 1545295471, 1545301395, 93, -315
IZCR, 1545293975, 1545301724, 88, -39
DZ, 1545301305, 1545302656, 5, -428
O, 1545299463, 1545303033, 68, -367
ZUA, 1545299016, 1545303991, 6, 75
FNBV, 1545303080, 1545304515, 42, -581
YOWD, 1545302724, 1545305410, 80, -795
KUO, 1545295917, 1545305732, 88, 620
D, 1545306157, 1545306599, 53, -614
PMO, 1545305158, 1545307011, 87, -176
UUBY, 1545302424, 1545307121, 14, 294
U, 1545302414, 1545307781, 40, -983
I, 1545304391, 1545307966, 67, 876
HSAO, 1545305296, 1545308630, 94, 400
N, 1545304304, 1545309026, 87, 17
LIRY, 1545300253, 1545309940, 86, 116
AHV, 1545307624, 1545310279, 1, -339
EZ, 1545309399, 1545310705, 16, -568
R, 1545305682, 1545311490, 87, 505
QI, 1545308262, 1545311999, 59, -578
PUZP, 1545309695, 1545312077, 18, 150
GC, 1545306751, 1545312714, 63, 266
FF, 1545306664, 1545313405, 84, -827
I, 1545310801, 1545314325, 34, 11
MGNH, 1545313070, 1545314858, 73, 549
C, 1545309714, 1545315673, 12, 773
P, 1545312434, 1545316213, 65, -514
SVMT, 1545315435, 1545316314, 43, 696
DV, 1545312128, 1545317143, 52, -513
Z, 1545309869, 1545317254, 79, -931
PJRL, 1545317071, 1545317411, 9, 311
NWB, 1545313239, 1545318311, 40, 46
V, 1545313594, 1545318352, 74, -743
O, 1545318437, 1545318665, 60, -512
OHJX, 1545310273, 1545319497, 49, 421
